timestamp,"treatment","control","true_effect","N","bwfactor","atet","se","ci_lower","ci_upper","coverage","seed"
20250617_102834,4,2,12,4000,0.25,12.7360356208887,0.704851269646482,11.3545525179243,14.1175187238532,1,1001
20250617_102834,4,2,12,4000,0.25,12.3950029402766,0.780119159559887,10.8659974838896,13.9240083966637,1,1002
20250617_102834,4,2,12,4000,0.25,12.2288216303557,0.811751827766195,10.6378172835494,13.819825977162,1,1003
20250617_102834,4,2,12,4000,0.25,11.5671082588275,0.671524547114027,10.2509443317495,12.8832721859056,1,1004
20250617_102834,4,2,12,4000,0.25,12.5404093671741,0.687603888359498,11.1927305103598,13.8880882239884,1,1005
20250617_102834,4,2,12,4000,0.25,11.8565919740066,0.625104599553381,10.6314094723117,13.0817744757016,1,1006
20250617_102834,4,2,12,4000,0.25,12.4178171779041,0.875867858949019,10.7011477191478,14.1344866366604,1,1007
20250617_102834,4,2,12,4000,0.25,12.3863921980353,0.692374866805847,11.0293623952951,13.7434220007755,1,1008
20250617_102834,4,2,12,4000,0.25,13.3216052773361,0.899892087750979,11.5578491953716,15.0853613593006,1,1009
20250617_102834,4,2,12,4000,0.25,12.2212923388243,0.695628125209547,10.8578862667805,13.5846984108681,1,1010
20250617_102834,4,2,12,4000,0.25,12.8703764973129,0.805714680748829,11.29120474123,14.4495482533958,1,1011
20250617_102834,4,2,12,4000,0.25,12.5564383452602,0.986846804648895,10.6222541498899,14.4906225406305,1,1012
20250617_102834,4,2,12,4000,0.25,12.6748450575653,0.932554974193533,10.8470708945423,14.5026192205883,1,1013
20250617_102834,4,2,12,4000,0.25,12.5912645833046,0.813197862987592,10.997426059544,14.1851031070653,1,1014
20250617_102834,4,2,12,4000,0.25,12.2792848656669,0.660048721660689,10.9856131431702,13.5729565881635,1,1015
20250617_102834,4,2,12,4000,0.25,12.2296757500385,0.751618747170265,10.7565300754797,13.7028214245974,1,1016
20250617_102834,4,2,12,4000,0.25,12.6342096677901,0.870552170366501,10.9279587672086,14.3404605683716,1,1017
20250617_102834,4,2,12,4000,0.25,11.7714687100873,0.750085756672033,10.3013276416937,13.241609778481,1,1018
20250617_102834,4,2,12,4000,0.25,11.8313009894674,0.629108018780846,10.5982719302716,13.0643300486632,1,1019
20250617_102834,4,2,12,4000,0.25,12.1394957604009,0.712165141445164,10.7436777321235,13.5353137886783,1,1020
20250617_102834,4,2,12,4000,0.25,12.4211645143163,0.738397895530549,10.9739312328163,13.8683977958164,1,1021
20250617_102834,4,2,12,4000,0.25,12.2138676491973,0.646656403206748,10.9464443885399,13.4812909098548,1,1022
20250617_102834,4,2,12,4000,0.25,12.1118048187303,0.680182367793011,10.7786718749369,13.4449377625238,1,1023
20250617_102834,4,2,12,4000,0.25,12.484658209133,0.660588744591403,11.1899280611413,13.7793883571246,1,1024
20250617_102834,4,2,12,4000,0.25,12.6721109586234,0.724021328002067,11.2530552317005,14.0911666855463,1,1025
20250617_102834,4,2,12,4000,0.25,12.4724534597411,0.849628916593865,10.8072113829933,14.1376955364889,1,1026
20250617_102834,4,2,12,4000,0.25,12.2602344411839,0.736296741076786,10.8171193467392,13.7033495356287,1,1027
20250617_102834,4,2,12,4000,0.25,12.2230219158907,0.567599024020653,11.1105482711501,13.3354955606312,1,1028
20250617_102834,4,2,12,4000,0.25,12.4190131230464,0.704488352388928,11.0382413248361,13.7997849212567,1,1029
20250617_102834,4,2,12,4000,0.25,12.2696997181604,0.804450592363711,10.6930055297856,13.8463939065352,1,1030
20250617_102834,4,2,12,4000,0.25,12.4219861165754,0.732615879894279,10.9860853774805,13.8578868556703,1,1031
20250617_102834,4,2,12,4000,0.25,12.9418289416091,0.84133326672047,11.2928460398416,14.5908118433767,1,1032
20250617_102834,4,2,12,4000,0.25,12.2632123412652,0.79378586234822,10.7074206396256,13.8190040429048,1,1033
20250617_102834,4,2,12,4000,0.25,11.9097633853828,0.630200373472041,10.6745933503339,13.1449334204317,1,1034
20250617_102834,4,2,12,4000,0.25,12.3102588007468,0.710857836178756,10.9170030437084,13.7035145577853,1,1035
20250617_102834,4,2,12,4000,0.25,12.0067236068441,0.664097439200652,10.7051165437855,13.3083306699026,1,1036
20250617_102834,4,2,12,4000,0.25,12.1893157488998,0.71922966188496,10.7796515149924,13.5989799828073,1,1037
20250617_102834,4,2,12,4000,0.25,12.95353426295,1.04497422357266,10.9054224199749,15.0016461059252,1,1038
20250617_102834,4,2,12,4000,0.25,12.8958413025772,0.745397438516479,11.4348891689165,14.3567934362379,1,1039
20250617_102834,4,2,12,4000,0.25,12.0945350433311,0.776219454650611,10.5731728681165,13.6158972185456,1,1040
20250617_102834,4,2,12,4000,0.25,12.3446370522995,0.665988503341623,11.0393235716322,13.6499505329668,1,1041
20250617_102834,4,2,12,4000,0.25,11.710563388968,0.693048307505731,10.3522136667103,13.0689131112257,1,1042
20250617_102834,4,2,12,4000,0.25,11.7775774304347,0.73354527369652,10.3398551129599,13.2152997479094,1,1043
20250617_102834,4,2,12,4000,0.25,11.9450598840228,0.632524267527118,10.705335100322,13.1847846677235,1,1044
20250617_102834,4,2,12,4000,0.25,12.0674352203683,0.7407026952003,10.615684614524,13.5191858262127,1,1045
20250617_102834,4,2,12,4000,0.25,12.1916245128023,0.657366392762196,10.9032100583413,13.4800389672632,1,1046
20250617_102834,4,2,12,4000,0.25,12.0553144410965,0.735457359557743,10.6138445041984,13.4967843779946,1,1047
20250617_102834,4,2,12,4000,0.25,12.6318639181857,0.672188383715873,11.3143988952764,13.949328941095,1,1048
20250617_102834,4,2,12,4000,0.25,11.9103941605054,0.607166868205111,10.7203689662174,13.1004193547934,1,1049
20250617_102834,4,2,12,4000,0.25,11.8318137293901,0.706150214706356,10.4477847408904,13.2158427178898,1,1050
20250617_102834,4,2,12,4000,0.25,12.5385737503017,0.8112172614093,10.9486171343023,14.1285303663011,1,1051
20250617_102834,4,2,12,4000,0.25,12.5536540253326,0.691459779705888,11.1984177603511,13.9088902903141,1,1052
20250617_102834,4,2,12,4000,0.25,12.2318681486696,0.69939798678989,10.8610732837016,13.6026630136376,1,1053
20250617_102834,4,2,12,4000,0.25,12.3508357842335,0.715736176803421,10.9480186552664,13.7536529132006,1,1054
20250617_102834,4,2,12,4000,0.25,12.4466999260749,0.629235947692668,11.2134201308193,13.6799797213304,1,1055
20250617_102834,4,2,12,4000,0.25,12.6542002033529,0.858242719072782,10.9720753839765,14.3363250227293,1,1056
20250617_102834,4,2,12,4000,0.25,10.6457809666744,0.576917558024844,9.51504333089696,11.7765186024519,0,1057
20250617_102834,4,2,12,4000,0.25,12.5230236563278,0.656670371595124,11.2359733782868,13.8100739343688,1,1058
20250617_102834,4,2,12,4000,0.25,12.6575680612005,0.708384882065166,11.2691592051601,14.0459769172409,1,1059
20250617_102834,4,2,12,4000,0.25,12.5131342240236,0.724783599278821,11.0925844728518,13.9336839751954,1,1060
20250617_102834,4,2,12,4000,0.25,11.7291499246112,0.596346298733176,10.5603326567804,12.8979671924419,1,1061
20250617_102834,4,2,12,4000,0.25,11.7677244950411,0.562334112746597,10.6655698867794,12.8698791033027,1,1062
20250617_102834,4,2,12,4000,0.25,11.7060099248594,0.773251845906025,10.1904641559044,13.2215556938143,1,1063
20250617_102834,4,2,12,4000,0.25,12.2860831392958,0.795656347420131,10.7266253542816,13.8455409243099,1,1064
20250617_102834,4,2,12,4000,0.25,11.7227112919305,0.745000905031015,10.2625363496199,13.182886234241,1,1065
20250617_102834,4,2,12,4000,0.25,12.6761068468172,0.777526308060989,11.1521832859853,14.2000304076492,1,1066
20250617_102834,4,2,12,4000,0.25,12.2213599784004,0.683034396554738,10.8826371609511,13.5600827958498,1,1067
20250617_102834,4,2,12,4000,0.25,12.0187518424571,0.833085482305491,10.3859343010952,13.651569383819,1,1068
20250617_102834,4,2,12,4000,0.25,11.9459975511775,0.579806369798825,10.8095979483649,13.0823971539901,1,1069
20250617_102834,4,2,12,4000,0.25,12.6691367502129,0.839952163068142,11.0228607618628,14.315412738563,1,1070
20250617_102834,4,2,12,4000,0.25,12.0892314255375,0.78759501040528,10.5455735707397,13.6328892803353,1,1071
20250617_102834,4,2,12,4000,0.25,11.4008822538542,0.556333957163032,10.310487734438,12.4912767732704,1,1072
20250617_102834,4,2,12,4000,0.25,13.1278270507834,0.767601523776458,11.6233557097035,14.6322983918634,1,1073
20250617_102834,4,2,12,4000,0.25,11.6114950290547,0.670260312012937,10.2978089572427,12.9251811008666,1,1074
20250617_102834,4,2,12,4000,0.25,12.1438180435355,0.691815115623858,10.7878853329524,13.4997507541187,1,1075
20250617_102834,4,2,12,4000,0.25,11.7290780305655,0.633922386839198,10.486612983367,12.971543077764,1,1076
20250617_102834,4,2,12,4000,0.25,12.4735031482966,0.754050019269396,10.9955922679869,13.9514140286064,1,1077
20250617_102834,4,2,12,4000,0.25,12.3825555513658,0.679410142497741,11.050936141339,13.7141749613926,1,1078
20250617_102834,4,2,12,4000,0.25,12.0909612881139,0.650115396101432,10.8167585259601,13.3651640502677,1,1079
20250617_102834,4,2,12,4000,0.25,12.5187046955656,0.789845405513205,10.9706361474053,14.066773243726,1,1080
20250617_102834,4,2,12,4000,0.25,12.1028093811267,0.608626640099588,10.9099230864999,13.2956956757535,1,1081
20250617_102834,4,2,12,4000,0.25,12.7187967388426,0.780487771705722,11.1890688159255,14.2485246617598,1,1082
20250617_102834,4,2,12,4000,0.25,12.2389904434274,0.717433942273124,10.8328457552855,13.6451351315694,1,1083
20250617_102834,4,2,12,4000,0.25,12.7040994291335,0.758543767389562,11.2173809643527,14.1908178939144,1,1084
20250617_102834,4,2,12,4000,0.25,12.2264850618433,0.777612927045208,10.7023917309219,13.7505783927647,1,1085
20250617_102834,4,2,12,4000,0.25,11.3958344654219,0.648563276179584,10.1246738024146,12.6669951284292,1,1086
20250617_102834,4,2,12,4000,0.25,12.9625223393075,0.699260941082342,11.5919960789906,14.3330485996245,1,1087
20250617_102834,4,2,12,4000,0.25,12.2242326007403,0.731456946776924,10.7906033288159,13.6578618726647,1,1088
20250617_102834,4,2,12,4000,0.25,12.0628629106836,0.662303181650665,10.764772527802,13.3609532935652,1,1089
20250617_102834,4,2,12,4000,0.25,10.8071814592085,0.613217990402559,9.60529628334742,12.0090666350695,1,1090
20250617_102834,4,2,12,4000,0.25,12.483891117025,0.693315316366931,11.1250180670158,13.8427641670342,1,1091
20250617_102834,4,2,12,4000,0.25,11.7587838368709,0.719445701258216,10.3486961735727,13.1688715001692,1,1092
20250617_102834,4,2,12,4000,0.25,12.8420808034519,0.932405697807507,11.0145992167692,14.6695623901345,1,1093
20250617_102834,4,2,12,4000,0.25,12.5585648823013,0.661945610928671,11.2611753251567,13.8559544394458,1,1094
20250617_102834,4,2,12,4000,0.25,12.0805993327231,0.724521452169711,10.6605633804438,13.5006352850024,1,1095
20250617_102834,4,2,12,4000,0.25,12.1814471452581,0.781642134088145,10.6494567136463,13.7134375768699,1,1096
20250617_102834,4,2,12,4000,0.25,11.6022038602973,0.705132593217411,10.2201693732658,12.9842383473287,1,1097
20250617_102834,4,2,12,4000,0.25,11.8889512888841,0.688327464795901,10.5398542483144,13.2380483294538,1,1098
20250617_102834,4,2,12,4000,0.25,12.1026229580644,0.866825445331373,10.403676304332,13.8015696117967,1,1099
20250617_102834,4,2,12,4000,0.25,12.6778191479297,0.721795384642538,11.2631261898231,14.0925121060363,1,1100
20250617_102834,4,2,12,4000,0.25,12.5168403201712,0.756467973603619,11.0341903364501,13.9994903038923,1,1101
20250617_102834,4,2,12,4000,0.25,12.490155737472,0.706205681583153,11.1060180358915,13.8742934390526,1,1102
20250617_102834,4,2,12,4000,0.25,12.1124374179099,0.651994596980273,10.8345514897138,13.3903233461059,1,1103
20250617_102834,4,2,12,4000,0.25,12.9363602735774,0.868722777442618,11.2336949172402,14.6390256299145,1,1104
20250617_102834,4,2,12,4000,0.25,12.6149937456193,0.728281638229813,11.187587964087,14.0423995271516,1,1105
20250617_102834,4,2,12,4000,0.25,12.9593719428407,0.962848798225447,11.0722229757612,14.8465209099203,1,1106
20250617_102834,4,2,12,4000,0.25,11.8702587788033,0.78717331016956,10.3274274412798,13.4130901163268,1,1107
20250617_102834,4,2,12,4000,0.25,12.4535843140272,0.874079641210186,10.7404196976355,14.1667489304188,1,1108
20250617_102834,4,2,12,4000,0.25,12.7157944362844,0.739715779915794,11.2659781488535,14.1656107237153,1,1109
20250617_102834,4,2,12,4000,0.25,12.2859699858578,0.735390450280488,10.8446311887334,13.7273087829823,1,1110
20250617_102834,4,2,12,4000,0.25,12.0933589377884,0.686206824792749,10.748418275249,13.4382996003278,1,1111
20250617_102834,4,2,12,4000,0.25,12.5056351742735,0.762886339187197,11.010405425169,14.000864923378,1,1112
20250617_102834,4,2,12,4000,0.25,11.9846667827275,0.627385210963527,10.7550143648059,13.2143192006491,1,1113
20250617_102834,4,2,12,4000,0.25,12.1063611336473,0.686705733435228,10.7604426281371,13.4522796391575,1,1114
20250617_102834,4,2,12,4000,0.25,12.5411289712464,0.670136266230585,11.2276860247003,13.8545719177924,1,1115
20250617_102834,4,2,12,4000,0.25,12.3678508609409,0.825427379721166,10.7500429248341,13.9856587970476,1,1116
20250617_102834,4,2,12,4000,0.25,12.3069298776985,0.721376959316931,10.8930570181603,13.7208027372367,1,1117
20250617_102834,4,2,12,4000,0.25,11.7650512580462,0.678023069825833,10.4361504605003,13.0939520555921,1,1118
20250617_102834,4,2,12,4000,0.25,11.8238005238921,0.805269482936051,10.2455013394883,13.402099708296,1,1119
20250617_102834,4,2,12,4000,0.25,12.2092851348228,0.764216805328369,10.711447719999,13.7071225496467,1,1120
20250617_102834,4,2,12,4000,0.25,12.5389456708246,0.750063030790715,11.0688491443399,14.0090421973094,1,1121
20250617_102834,4,2,12,4000,0.25,12.7862612265847,0.779060352280156,11.2593309943325,14.3131914588369,1,1122
20250617_102834,4,2,12,4000,0.25,12.6465037851091,0.912256612417606,10.8585136801121,14.4344938901061,1,1123
20250617_102834,4,2,12,4000,0.25,12.803056535754,0.84585203764366,11.1452170057226,14.4608960657854,1,1124
20250617_102834,4,2,12,4000,0.25,12.5593881788604,0.795666527998332,10.9999104402796,14.1188659174411,1,1125
20250617_102834,4,2,12,4000,0.25,12.1858271659464,0.929553821687815,10.3639351537467,14.0077191781461,1,1126
20250617_102834,4,2,12,4000,0.25,12.6040787279843,0.744489227297264,11.1449066556036,14.063250800365,1,1127
20250617_102834,4,2,12,4000,0.25,12.7499260188446,0.740397164128094,11.298774242898,14.2010777947913,1,1128
20250617_102834,4,2,12,4000,0.25,11.2008898924619,0.611703308994514,10.0019734376086,12.3998063473151,1,1129
20250617_102834,4,2,12,4000,0.25,12.6333409216304,0.799968919150026,11.0654306513449,14.2012511919158,1,1130
20250617_102834,4,2,12,4000,0.25,12.034749885321,0.626258762962915,10.8073052649111,13.2621945057309,1,1131
20250617_102834,4,2,12,4000,0.25,12.6187415985812,0.71760285145182,11.2122658545324,14.02521734263,1,1132
20250617_102834,4,2,12,4000,0.25,12.3086849525742,0.803617707976658,10.7336231876013,13.8837467175471,1,1133
20250617_102834,4,2,12,4000,0.25,11.6411803002006,0.759422201806146,10.1527401356005,13.1296204648008,1,1134
20250617_102834,4,2,12,4000,0.25,12.1967846040531,0.7036858413441,10.8175856985879,13.5759835095183,1,1135
20250617_102834,4,2,12,4000,0.25,12.2949570788367,0.808791851137156,10.7097541796184,13.880159978055,1,1136
20250617_102834,4,2,12,4000,0.25,11.734871912212,0.688454750638418,10.3855253959752,13.0842184284488,1,1137
20250617_102834,4,2,12,4000,0.25,11.6250422150059,0.64039483994264,10.3698913928331,12.8801930371788,1,1138
20250617_102834,4,2,12,4000,0.25,12.2170782743178,0.621910018704704,10.998157036032,13.4359995126037,1,1139
20250617_102834,4,2,12,4000,0.25,11.7863501260461,0.770840396729909,10.275530710627,13.2971695414653,1,1140
20250617_102834,4,2,12,4000,0.25,12.0695316240764,0.866350672930439,10.3715155071507,13.7675477410021,1,1141
20250617_102834,4,2,12,4000,0.25,12.3847891767498,0.928084527198237,10.5657769288324,14.2038014246673,1,1142
20250617_102834,4,2,12,4000,0.25,11.7947639842954,0.859849772189016,10.10948939869,13.4800385699008,1,1143
20250617_102834,4,2,12,4000,0.25,11.5120263297125,0.630522245636166,10.2762254368143,12.7478272226107,1,1144
20250617_102834,4,2,12,4000,0.25,12.1804064219805,0.758653102613384,10.6934736640987,13.6673391798623,1,1145
20250617_102834,4,2,12,4000,0.25,11.6797679943571,0.71078755220458,10.2866499913768,13.0728859973375,1,1146
20250617_102834,4,2,12,4000,0.25,11.2296308081086,0.532152109214688,10.1866318397508,12.2726297764664,1,1147
20250617_102834,4,2,12,4000,0.25,12.3524955297123,0.726615633762188,10.9283550569347,13.77663600249,1,1148
20250617_102834,4,2,12,4000,0.25,12.4219961998454,0.616642015613061,11.2134000578897,13.6305923418012,1,1149
20250617_102834,4,2,12,4000,0.25,12.347367353262,0.750820477001729,10.8757862594834,13.8189484470406,1,1150
20250617_102834,4,2,12,4000,0.25,12.6776608833959,0.778472481753386,11.1518828562038,14.2034389105881,1,1151
20250617_102834,4,2,12,4000,0.25,12.0869403779219,0.734384760990617,10.6475726955852,13.5263080602586,1,1152
20250617_102834,4,2,12,4000,0.25,12.0370080687989,0.662592879518396,10.7383498885302,13.3356662490676,1,1153
20250617_102834,4,2,12,4000,0.25,12.028859486868,0.986802933543075,10.0947612772851,13.9629576964509,1,1154
20250617_102834,4,2,12,4000,0.25,12.5269977585376,0.642019149552765,11.2686633480292,13.7853321690461,1,1155
20250617_102834,4,2,12,4000,0.25,12.2850085301626,0.676858196332442,10.9583908427102,13.6116262176149,1,1156
20250617_102834,4,2,12,4000,0.25,12.9746767512631,0.76096973797381,11.4832034715096,14.4661500310167,1,1157
20250617_102834,4,2,12,4000,0.25,12.3692042947288,0.666845672231462,11.0622107939087,13.6761977955489,1,1158
20250617_102834,4,2,12,4000,0.25,12.3123152401214,0.706406436584302,10.9277840659689,13.6968464142739,1,1159
20250617_102834,4,2,12,4000,0.25,11.4892561764913,0.59624717911954,10.3206331795334,12.6578791734492,1,1160
20250617_102834,4,2,12,4000,0.25,12.0586579449408,0.810402518619031,10.470298195467,13.6470176944147,1,1161
20250617_102834,4,2,12,4000,0.25,12.3926261042816,0.745962262914582,10.9305669351431,13.8546852734202,1,1162
20250617_102834,4,2,12,4000,0.25,12.2040414522138,0.750524649357417,10.7330401699637,13.6750427344639,1,1163
20250617_102834,4,2,12,4000,0.25,12.8185788691545,0.710897314435859,11.4252457361539,14.211912002155,1,1164
20250617_102834,4,2,12,4000,0.25,12.4095553852426,0.788865049021722,10.8634083004976,13.9557024699876,1,1165
20250617_102834,4,2,12,4000,0.25,12.5947212416495,0.721940093748543,11.1797446589068,14.0096978243921,1,1166
20250617_102834,4,2,12,4000,0.25,12.9675849461846,0.736714452406552,11.5236511525776,14.4115187397916,1,1167
20250617_102834,4,2,12,4000,0.25,12.4153855256476,0.655320228586332,11.1309814792778,13.6997895720174,1,1168
20250617_102834,4,2,12,4000,0.25,11.81303447705,0.711548569423086,10.4184249077298,13.2076440463703,1,1169
20250617_102834,4,2,12,4000,0.25,12.6255910035526,0.76956381086558,11.1172736504507,14.1339083566546,1,1170
20250617_102834,4,2,12,4000,0.25,12.8157040509087,0.62853575338649,11.5837966112754,14.0476114905419,1,1171
20250617_102834,4,2,12,4000,0.25,12.5522874877821,0.813149207237902,10.9585443275386,14.1460306480257,1,1172
20250617_102834,4,2,12,4000,0.25,11.9678279858859,0.643077946623471,10.7074183712519,13.2282376005199,1,1173
20250617_102834,4,2,12,4000,0.25,11.8397170162995,0.71652897112856,10.435346039008,13.244087993591,1,1174
20250617_102834,4,2,12,4000,0.25,12.1263554340049,0.759631976778801,10.6375041180135,13.6152067499963,1,1175
20250617_102834,4,2,12,4000,0.25,13.2868860833697,0.856399362446274,11.608374176592,14.9653979901475,1,1176
20250617_102834,4,2,12,4000,0.25,12.3287828092247,0.756638435512018,10.8457987263024,13.811766892147,1,1177
20250617_102834,4,2,12,4000,0.25,12.0858510917455,0.791359294036089,10.5348153766038,13.6368868068873,1,1178
20250617_102834,4,2,12,4000,0.25,12.5437369498302,0.75186099026621,11.0701164875278,14.0173574121326,1,1179
20250617_102834,4,2,12,4000,0.25,11.3857688013926,0.694620943647301,10.0243367689366,12.7472008338485,1,1180
20250617_102834,4,2,12,4000,0.25,13.128389225148,0.813617317891151,11.5337285848833,14.7230498654128,1,1181
20250617_102834,4,2,12,4000,0.25,12.0568021765577,0.616492812505322,10.8484984673195,13.2651058857959,1,1182
20250617_102834,4,2,12,4000,0.25,12.7559105590043,0.778869593024246,11.2293542080234,14.2824669099852,1,1183
20250617_102834,4,2,12,4000,0.25,11.6890956836263,0.575969023117014,10.5602171421062,12.8179742251464,1,1184
20250617_102834,4,2,12,4000,0.25,12.2458374398725,0.671762667178432,10.9292068060442,13.5624680737008,1,1185
20250617_102834,4,2,12,4000,0.25,12.3444174557855,0.75438132347387,10.8658572311671,13.822977680404,1,1186
20250617_102834,4,2,12,4000,0.25,12.2134188422545,0.766105600031819,10.7118794578377,13.7149582266713,1,1187
20250617_102834,4,2,12,4000,0.25,11.749385341951,0.617656596469026,10.5388006580581,12.9599700258439,1,1188
20250617_102834,4,2,12,4000,0.25,12.3508551990323,0.627841486528035,11.1203084974372,13.5814019006273,1,1189
20250617_102834,4,2,12,4000,0.25,12.029451710964,0.750443665768071,10.5586091536323,13.5002942682956,1,1190
20250617_102834,4,2,12,4000,0.25,11.7812326799449,0.734268899005466,10.3420920829263,13.2203732769635,1,1191
20250617_102834,4,2,12,4000,0.25,13.4139648244329,0.83812985563533,11.7712604930199,15.0566691558459,1,1192
20250617_102834,4,2,12,4000,0.25,12.4555605289546,0.63807247922938,11.2049614501388,13.7061596077703,1,1193
20250617_102834,4,2,12,4000,0.25,11.1058960015173,0.645912942375669,9.83992989731271,12.3718621057219,1,1194
20250617_102834,4,2,12,4000,0.25,12.4803096136897,0.794288649838323,10.9235324666776,14.0370867607017,1,1195
20250617_102834,4,2,12,4000,0.25,12.4028738471914,0.764502877301227,10.9044757416038,13.9012719527791,1,1196
20250617_102834,4,2,12,4000,0.25,12.1022625664422,0.609797850660641,10.9070807412974,13.297444391587,1,1197
20250617_102834,4,2,12,4000,0.25,12.2875233088733,0.658972094868644,10.9959617361138,13.5790848816327,1,1198
20250617_102834,4,2,12,4000,0.25,11.885160089124,0.776308498984589,10.3636233902218,13.4066967880261,1,1199
20250617_102834,4,2,12,4000,0.25,11.5489006888809,0.575340990286321,10.4212530690902,12.6765483086717,1,1200
20250617_102834,4,2,12,4000,0.25,12.9386455511052,0.736601143145028,11.4949338395699,14.3823572626405,1,1201
20250617_102834,4,2,12,4000,0.25,12.3078984752647,0.594586753269242,11.1425298531724,13.4732670973571,1,1202
20250617_102834,4,2,12,4000,0.25,12.9105350947082,0.82105721122752,11.3012925314554,14.519777657961,1,1203
20250617_102834,4,2,12,4000,0.25,11.6890791915025,0.700091131668096,10.3169257875371,13.0612325954678,1,1204
20250617_102834,4,2,12,4000,0.25,12.160645400538,0.705746405529694,10.7774078634812,13.5438829375948,1,1205
20250617_102834,4,2,12,4000,0.25,12.2941169535411,0.707494951052434,10.9074523302344,13.6807815768478,1,1206
20250617_102834,4,2,12,4000,0.25,11.870974389565,0.638248572173579,10.6200301749207,13.1219186042093,1,1207
20250617_102834,4,2,12,4000,0.25,12.0642663873072,0.722028956431345,10.6491156369067,13.4794171377077,1,1208
20250617_102834,4,2,12,4000,0.25,12.7561801710008,0.767797559922309,11.2513246061353,14.2610357358662,1,1209
20250617_102834,4,2,12,4000,0.25,12.5947280945179,0.676188688225994,11.2694226188416,13.9200335701942,1,1210
20250617_102834,4,2,12,4000,0.25,11.9961716179531,0.798212044378519,10.4317047589451,13.5606384769611,1,1211
